2:18:94.323715, -187.59235, 18.099247
2:38:396.77316, -43.94604, 11.48789
2:08:246.6265, -47.550934, 16.204788
2:16:-24.978611, 109.53465, 16.86674
2:28:-10.856061, 241.91829, 5.586808
2:28:29.546309, 209.55347, 7.4823246
2:32:429.4589, -101.40741, 47.523758
2:09:-54.39425, -36.02508, 21.11229
2:09:-68.22452, 40.72278, 1.87493
2:41:447.6109, 113.4436, 15.656483
2:02:125.54693, 25.281984, 14.858196
2:02:69.797874, -35.6246, 20.928543
2:02:115.710464, -13.073902, 8.953732
2:48:588.54895, 39.530502, 32.34483
2:53:753.5502, -86.0313, 73.99516
2:49:692.47473, -184.13358, 86.40485
2:45:456.42517, -73.56827, 27.224373
2:45:475.831, -63.177143, 53.44058
2:11:179.68869, 175.07019, 25.365152
3:02:-20.831432, -183.8942, -2.4462862
3:02:-104.06239, -159.39328, 28.837132
3:51:61.74566, -874.35724, 119.17552
3:25:-17.227148, -785.5277, 97.36957
3:27:322.9537, -607.55133, 67.17123
3:53:369.00705, -1178.6082, 27.096693
3:10:105.327614, -217.84468, 12.226166
3:10:168.17802, -197.07571, 36.26765
3:41:143.87784, -1257.6659, 12.724207
4:30:-149.13612, 247.77805, -70.78419
4:08:-140.0578, 483.41925, -57.614475
4:19:-659.07, 257.203, -50.840305
4:37:79.7391, 149.13474, 1.8874019
4:39:17.830425, 72.33966, 21.750679
4:13:-105.89913, 588.58606, -4.592759
4:20:-723.6977, 339.11356, 40.242817
4:00:-368.29532, 410.00537, -30.442602
4:15:-665.2319, 315.72128, 36.61357
5:19:-27.314747, 126.756615, -80.3833
5:15:73.9563, 186.72592, -58.868362
5:32:224.9169, 255.70929, -67.28232
5:31:-82.99977, -72.1151, -154.08395
5:40:161.04597, 352.39728, -174.81203
5:05:98.35289, -18.84465, 3.3961048
5:13:-25.55539, 199.58018, 52.70119
5:36:113.3643, -34.201637, -165.92862
5:02:100.42536, 14.960495, 50.37513
6:08:-54.526352, -271.64035, -3.1138701
6:06:70.21992, -181.83176, 6.079977
6:14:351.9999, -333.72617, 44.624874
